gene_symbol,chromosome,start,species
MSI1,14,40331378,pig
COX6A1,14,40408631,pig
GATC,14,40414017,pig
SRSF9,14,40419093,pig
DYNLL1,14,40455985,pig
COQ5,14,40460857,pig
RNF10,14,40481249,pig
POP5,14,40522719,pig
CABP1,14,40563159,pig
MLEC,14,40602020,pig
UNC119B,14,40627730,pig
ACADS,14,40642881,pig
SPPL3,14,40699937,pig
HNF1A,14,40868676,pig
C12ORF43,14,40886053,pig
OASL,14,40899856,pig
C12ORF76,14,40943927,pig
ANKRD13A,14,40954347,pig
GIT2,14,40995992,pig
LPL,14,4104775,pig
GLTP,14,41091628,pig
TRPV4,14,41125869,pig
FAM222A,14,41177355,pig
MVK,14,41347030,pig
MMAB,14,41357637,pig
UBE3B,14,41383243,pig
KCTD10,14,41442777,pig
MYO1H,14,41470916,pig
ACACB,14,41621574,pig
UNG,14,41746502,pig
ALKBH2,14,41760505,pig
USP30,14,41766254,pig
SVOP,14,41845205,pig
DAO,14,41931541,pig
SSH1,14,41968466,pig
CORO1C,14,42062893,pig
ISCU,14,42216111,pig
SART3,14,42223964,pig
FICD,14,42260069,pig
CMKLR1,14,42420177,pig
SLC18A1,14,4243557,pig
WSCD2,14,42489398,pig
PIWIL3,14,42835302,pig
SGSM1,14,42882154,pig
ATP6V1B2,14,4289339,pig
LHFPL7,14,42980659,pig
CRYBB3,14,43193060,pig
CRYBB2,14,43209311,pig
GRK3,14,43224930,pig
LZTS1,14,4346480,pig
MYO18B,14,43468514,pig
SEZ6L,14,43802706,pig
ASPHD2,14,44034247,pig
HPS4,14,44049716,pig
SRRD,14,44073638,pig
TFIP11,14,44096264,pig
TPST2,14,44122159,pig
CRYBB1,14,44194199,pig
CRYBA4,14,44194592,pig
MN1,14,45096485,pig
PITPNB,14,45185707,pig
TTC28,14,45320600,pig
CHEK2,14,45929715,pig
HSCB,14,45967502,pig
CCDC117,14,45995586,pig
XBP1,14,46008377,pig
ZNRF3,14,46092062,pig
C22ORF31,14,46242357,pig
KREMEN1,14,46254326,pig
EMID1,14,46358008,pig
RHBDD3,14,46400026,pig
EWSR1,14,46408649,pig
GAS2L1,14,46449830,pig
RASL10A,14,46455448,pig
AP1B1,14,46469430,pig
NEFH,14,46559860,pig
THOC5,14,46579838,pig
NIPSNAP1,14,46624727,pig
NF2,14,46653945,pig
CABP7,14,46747579,pig
ZMAT5,14,46758442,pig
UQCR10,14,46783325,pig
ASCC2,14,46797317,pig
MTMR3,14,46875065,pig
HORMAD2,14,47072091,pig
LIF,14,47221560,pig
OSM,14,47242774,pig
CASTOR1,14,47261911,pig
TBC1D10A,14,47269092,pig
SF3A1,14,47312473,pig
RNF215,14,47351305,pig
SEC14L2,14,47370105,pig
MTFP1,14,47392733,pig
SEC14L3,14,47406939,pig
SEC14L4,14,47430214,pig
GAL3ST1,14,47457788,pig
PES1,14,47476801,pig
TCN2,14,47502715,pig
SLC35E4,14,47520089,pig
DUSP18,14,47539109,pig
C5ORF52,14,47543526,pig
OSBP2,14,47551516,pig
MORC2,14,47755267,pig
TUG1,14,47799931,pig
SMTN,14,47879317,pig
SELENOM,14,47902864,pig
INPP5J,14,47913262,pig
PLA2G3,14,47923954,pig
RNF185,14,47951481,pig
LIMK2,14,47984078,pig
PIK3IP1,14,48040881,pig
PATZ1,14,48075347,pig
DRG1,14,48126868,pig
EIF4ENIF1,14,48156838,pig
SFI1,14,48242537,pig
PISD,14,48303458,pig
PRR14L,14,48356181,pig
DEPDC5,14,48421884,pig
YWHAH,14,48544173,pig
SLC5A1,14,48628224,pig
SLC5A4,14,48708047,pig
ZNF280B,14,48865262,pig
PRAME,14,48899343,pig
RSPH14,14,49123935,pig
GNAZ,14,49132013,pig
RAB36,14,49188360,pig
BCR,14,49208762,pig
SPECC1L,14,49333009,pig
ADORA2A,14,49468877,pig
UPB1,14,49533231,pig
GUCD1,14,49572831,pig
LRRC75B,14,49609347,pig
GGT5,14,49640586,pig
SUSD2,14,49674141,pig
CABIN1,14,49686198,pig
DDT,14,49790804,pig
GSTT4,14,49812019,pig
MIF,14,49840305,pig
SLC2A11,14,49845326,pig
DERL3,14,49871218,pig
SMARCB1,14,49874984,pig
MMP11,14,49907687,pig
CHCHD10,14,49921595,pig
C22ORF15,14,49923613,pig
VPREB3,14,49925379,pig
ZNF70,14,49934271,pig
VPREB1,14,49970340,pig
TOP3B,14,50020509,pig
PPM1F,14,50040663,pig
MAPK1,14,50082896,pig
YPEL1,14,50190798,pig
PPIL2,14,50208374,pig
SDF2L1,14,50246710,pig
YDJC,14,50260799,pig
HIC2,14,50365851,pig
PI4KA,14,50390418,pig
SERPIND1,14,50427115,pig
SNAP29,14,50492193,pig
CRKL,14,50528955,pig
AIFM3,14,50562776,pig
LZTR1,14,50576875,pig
THAP7,14,50591410,pig
LRRC74B,14,50602701,pig
P2RX6,14,50622938,pig
SLC7A4,14,50633878,pig
SMPD4,14,50663608,pig
MED15,14,50703019,pig
KLHL22,14,50773964,pig
SCARF2,14,50812984,pig
ZNF74,14,50840510,pig
DGCR2,14,50877872,pig
TSSK1B,14,50937885,pig
TSSK2,14,50943017,pig
ESS2,14,50945122,pig
GSC2,14,50957991,pig
SLC25A1,14,50974617,pig
HIRA,14,51029126,pig
MRPL40,14,51102613,pig
C22ORF39,14,51106991,pig
UFD1,14,51113871,pig
CDC45,14,51133408,pig
CLDN5,14,51161042,pig
SEPTIN5,14,51252881,pig
GP1BB,14,51260963,pig
TBX1,14,51289321,pig
GNB1L,14,51305039,pig
TXNRD2,14,51356831,pig
COMT,14,51385738,pig
ARVCF,14,51403928,pig
TANGO2,14,51443638,pig
DGCR8,14,51469178,pig
TRMT2A,14,51489892,pig
RANBP1,14,51494359,pig
ZDHHC8,14,51503114,pig
CCDC188,14,51517234,pig
RTN4R,14,51579046,pig
CHRM3,14,51828231,pig
ZP4,14,53577135,pig
RYR2,14,53652485,pig
MTR,14,54546978,pig
ACTN2,14,54666623,pig
HEATR1,14,54821171,pig
LGALS8,14,54867021,pig
EDARADD,14,54925771,pig
ERO1B,14,55057059,pig
GPR137B,14,55125409,pig
NID1,14,55239577,pig
LYST,14,55433597,pig
GNG4,14,55653034,pig
B3GALNT2,14,55749473,pig
TBCE,14,55816669,pig
GGPS1,14,55908674,pig
ARID4B,14,55924367,pig
RBM34,14,56085353,pig
TOMM20,14,56113192,pig
IRF2BP2,14,56545685,pig
TARBP1,14,56669475,pig
SLC35F3,14,56786918,pig
KCNK1,14,57265780,pig
MAP3K21,14,57424906,pig
GFRA2,14,5743584,pig
NTPCR,14,57802570,pig
MAP10,14,57969630,pig
SIPA1L2,14,58117570,pig
DISC1,14,58606464,pig
TSNAX,14,59024034,pig
EGLN1,14,59113844,pig
SPRTN,14,59171192,pig
EXOC8,14,59192434,pig
GNPAT,14,59203279,pig
C1ORF131,14,59240514,pig
TRIM67,14,59260065,pig
FAM89A,14,59367739,pig
ARV1,14,59396962,pig
TTC13,14,59409164,pig
C1ORF198,14,59515877,pig
CAPN9,14,59582046,pig
AGT,14,59643292,pig
COG2,14,59661768,pig
PGBD5,14,59842468,pig
GALNT2,14,59961264,pig
URB2,14,60229112,pig
TAF5L,14,60255375,pig
ABCB10,14,60309931,pig
NUP133,14,60353493,pig
ACTA1,14,60412812,pig
CCSAP,14,60445574,pig
RAB4A,14,60481488,pig
RHOU,14,60667108,pig
ZNF37A,14,60794333,pig
ZNF25,14,60939348,pig
ZNF248,14,61048411,pig
BMS1,14,61087670,pig
RET,14,61305841,pig
CSGALNACT2,14,61372318,pig
RASGEF1A,14,61426443,pig
DOK2,14,6177009,pig
BICC1,14,61793332,pig
XPO7,14,6187631,pig
PHYHIPL,14,62525919,pig
FAM13C,14,62623280,pig
SLC16A9,14,63026663,pig
FGF17,14,6309735,pig
CCDC6,14,63175655,pig
DMTN,14,6321870,pig
FHIP2B,14,6360412,pig
NUDT18,14,6377815,pig
HR,14,6386903,pig
REEP4,14,6411513,pig
LGI3,14,6419592,pig
CDK1,14,64233987,pig
RHOBTB1,14,64326461,pig
SFTPC,14,6440373,pig
BMP1,14,6443912,pig
TMEM26,14,64877935,pig
PHYHIP,14,6494402,pig
CABCOCO1,14,65152923,pig
POLR3D,14,6521024,pig
ARID5B,14,65408598,pig
PIWIL2,14,6560565,pig
RTKN2,14,65686725,pig
ZNF365,14,65861564,pig
S1PR3,14,659309,pig
ADO,14,66277947,pig
EGR2,14,66284581,pig
SLC39A14,14,6639206,pig
NRBF2,14,66590378,pig
JMJD1C,14,66640849,pig
REEP3,14,66966457,pig
PPP3CC,14,6711836,pig
SHC3,14,679431,pig
SORBS3,14,6808166,pig
PDLIM2,14,6834779,pig
C8ORF58,14,6853116,pig
CCAR2,14,6859664,pig
BIN3,14,6874300,pig
CTNNA3,14,69195961,pig
EGR3,14,6944935,pig
PEBP4,14,6966862,pig
LRRTM3,14,70172746,pig
DNAJC12,14,71005056,pig
SIRT1,14,71091167,pig
HERC4,14,71122792,pig
MYPN,14,71299505,pig
ATOH7,14,71400980,pig
PBLD,14,71440778,pig
HNRNPH3,14,71486255,pig
RUFY2,14,71498651,pig
DNA2,14,71552121,pig
SLC25A16,14,71610475,pig
TET1,14,71675671,pig
CCAR1,14,71827724,pig
STOX1,14,71928399,pig
DDX50,14,71989584,pig
DDX21,14,72039982,pig
KIFBP,14,72069395,pig
SRGN,14,72183363,pig
VPS26A,14,72210520,pig
RHOBTB2,14,7222981,pig
SUPV3L1,14,72245600,pig
HKDC1,14,72283845,pig
HK1,14,72351246,pig
TACR2,14,72462046,pig
TSPAN15,14,72468914,pig
NEUROG3,14,72604467,pig
COL13A1,14,72787303,pig
MACROH2A2,14,73003117,pig
AIFM2,14,73055228,pig
TYSND1,14,73077168,pig
SAR1A,14,73090944,pig
PPA1,14,73132375,pig
NPFFR1,14,73182892,pig
LRRC20,14,73214203,pig
EIF4EBP2,14,73323642,pig
NODAL,14,73353258,pig
PALD1,14,73401018,pig
PRF1,14,73512769,pig
ADAMTS14,14,73538090,pig
TBATA,14,73681767,pig
SGPL1,14,73724220,pig
PCBD1,14,73800765,pig
CHMP7,14,7390061,pig
UNC5B,14,74120050,pig
SLC29A3,14,74223128,pig
LOXL2,14,7435867,pig
C10ORF105,14,74629796,pig
PSAP,14,74743838,pig
CHST3,14,74850931,pig
SPOCK2,14,74938168,pig
ASCC1,14,74975166,pig
ANAPC16,14,75082740,pig
DDIT4,14,75117710,pig
DNAJB12,14,75169077,pig
MICU1,14,75203752,pig
ENTPD4,14,7565604,pig
MCU,14,75678393,pig
OIT3,14,75726367,pig
PLA2G12B,14,75753727,pig
P4HA1,14,75825148,pig
NUDT13,14,75918171,pig
ECD,14,75952431,pig
FAM149B1,14,75992765,pig
DNAJC9,14,76061446,pig
CFAP70,14,76075275,pig
ANXA7,14,76205239,pig
MSS51,14,76239500,pig
PPP3CB,14,76248850,pig
USP54,14,76307230,pig
MYOZ1,14,76444557,pig
SYNPO2L,14,76456173,pig
SEC24C,14,76473776,pig
FUT11,14,76498827,pig
CHCHD1,14,76507318,pig
ZSWIM8,14,76511310,pig
NDST2,14,76526004,pig
CAMK2G,14,76535096,pig
PLAU,14,76629301,pig
VCL,14,76700287,pig
AP3M1,14,76801007,pig
ADK,14,76836095,pig
KAT6B,14,77404443,pig
DUSP29,14,77602871,pig
SAMD8,14,77636149,pig
COMTD1,14,77782672,pig
NKX3-1,14,7783323,pig
ZNF503,14,77924822,pig
NKX2-6,14,7811200,pig
LRMDA,14,78297706,pig
KCNMA1,14,79352005,pig
STC1,14,7950434,pig
DLG5,14,80249697,pig
POLR3A,14,80413099,pig
RPS24,14,80473936,pig
ZMIZ1,14,81455127,pig
PPIF,14,81667672,pig
ZCCHC24,14,81697991,pig
ANXA11,14,81835194,pig
PLAC9,14,81889284,pig
TMEM254,14,81931301,pig
MBL1,14,82010028,pig
SFTPD,14,82051451,pig
SFTPA1,14,82091178,pig
MAT1A,14,82109404,pig
DYDC1,14,82137552,pig
DYDC2,14,82197189,pig
PRXL2A,14,82249452,pig
TSPAN14,14,82305714,pig
SH2D4B,14,82379176,pig
NRG3,14,83317019,pig
ADAM28,14,8375212,pig
ADAMDEC1,14,8456134,pig
ADAM7,14,8483329,pig
GHITM,14,85385868,pig
GPRL15,14,85404074,pig
CDHR1,14,85429952,pig
LRIT2,14,85460549,pig
LRIT1,14,85471382,pig
RGR,14,85485171,pig
CCSER2,14,85544126,pig
GRID1,14,86539916,pig
WAPL,14,87492458,pig
OPN4,14,87647238,pig
BMPR1A,14,87742459,pig
MMRN2,14,87896074,pig
SNCG,14,87904659,pig
ADIRF,14,87928721,pig
GLUD1,14,87968854,pig
SHLD2,14,88005632,pig
ZNF488,14,88474122,pig
RBP3,14,88490013,pig
GDF2,14,88507399,pig
GDF10,14,88522948,pig
PTPN20,14,88766361,pig
FRMPD2,14,88864884,pig
MAPK8,14,88988949,pig
ARHGAP22,14,89113783,pig
WDFY4,14,89353525,pig
LRRC18,14,89571919,pig
VSTM4,14,89650744,pig
FAM170B,14,89752705,pig
TMEM273,14,89770098,pig
C10ORF71,14,89913142,pig
NEFL,14,8991331,pig
DRGX,14,89942251,pig
SLC18A3,14,90113844,pig
CHAT,14,90117464,pig
C10ORF53,14,90177416,pig
OGDHL,14,90207442,pig
PARG,14,90338510,pig
CKS2,14,904809,pig
NCOA4,14,90505110,pig
MSMB,14,90533103,pig
ZFAND4,14,90643582,pig
MARCHF8,14,90725583,pig
ALOX5,14,90859016,pig
OR13A1,14,90946161,pig
ZNF22,14,91085561,pig
RASSF4,14,91103526,pig
DEPP1,14,91114441,pig
TMEM72,14,91144938,pig
SECISBP2,14,912015,pig
CXCL12,14,91516433,pig
DOCK5,14,9197293,pig
ZNF32,14,92151255,pig
ZNF239,14,92189896,pig
TFAM,14,92259403,pig
UBE2D1,14,92296339,pig
IPMK,14,92383517,pig
ZWINT,14,94094894,pig
GNRH1,14,9442971,pig
KCTD9,14,9455071,pig
CDCA2,14,9518201,pig
SEMA4D,14,957081,pig
MBL2,14,97102823,pig
DKK1,14,97487226,pig
PRKG1,14,97560801,pig
CSTF2T,14,98105772,pig
EBF2,14,9817002,pig
A1CF,14,98908647,pig
SGMS1,14,99147272,pig
MINPP1,14,99574442,pig
PAPSS2,14,99685578,pig
ATAD1,14,99815203,pig
STK17B,15,100029994,pig
HECW2,15,100092882,pig
CCDC150,15,100539424,pig
GTF3C3,15,100667326,pig
C2ORF66,15,100704641,pig
PGAP1,15,100733560,pig
ANKRD44,15,100868472,pig
COQ10B,15,101338172,pig
HSPD1,15,101360094,pig
HSPE1,15,101373976,pig
MOBKL3,15,101390917,pig
RFTN2,15,101433845,pig
MARS2,15,101510638,pig
BOLL,15,101535705,pig
PLCL1,15,101840806,pig
SATB2,15,102964469,pig
C2ORF69,15,103542984,pig
TYW5,15,103556155,pig
MAIP1,15,103578921,pig
SPATS2L,15,103879356,pig
SGO2,15,104099384,pig
AOX1,15,104157527,pig
BZW1,15,104525451,pig
CLK1,15,104553430,pig
PPIL3,15,104569147,pig
NIF3L1,15,104583816,pig
ORC2,15,104613610,pig
FAM126B,15,104665729,pig
CFLAR,15,104781850,pig
CASP10,15,104858100,pig
CASP8,15,104923953,pig
FLACC1,15,104942349,pig
TRAK2,15,104991726,pig
STRADB,15,105062533,pig
TMEM237,15,105252479,pig
MPP4,15,105277073,pig
ALS2,15,105328720,pig
CDK15,15,105401165,pig
FZD7,15,105644188,pig
KIAA2012,15,105681300,pig
SUMO1,15,105818858,pig
NOP58,15,105893638,pig
BMPR2,15,105970488,pig
FAM117B,15,106183205,pig
ICA1L,15,106295934,pig
WDR12,15,106380755,pig
CARF,15,106410497,pig
NBEAL1,15,106517304,pig
CYP20A1,15,106696717,pig
ABI2,15,106776631,pig
CD28,15,107128203,pig
CTLA4,15,107282927,pig
ICOS,15,107350203,pig
PARD3B,15,107882832,pig
NRP2,15,108974816,pig
INO80D,15,109307166,pig
NDUFS1,15,109409771,pig
EEF1B2,15,109451514,pig
CMKLR2,15,109467088,pig
ZDBF2,15,109578565,pig
ADAM23,15,109695282,pig
FAM237A,15,109907835,pig
DYTN,15,109918004,pig
MDH1B,15,109990050,pig
FASTKD2,15,110021469,pig
CPO,15,110165019,pig
KLF7,15,110286463,pig
CREB1,15,110705585,pig
METTL21A,15,110763382,pig
FZD5,15,110914009,pig
PLEKHM3,15,110994410,pig
CRYGD,15,111242765,pig
CRYGC,15,111256725,pig
C2ORF80,15,111281012,pig
IDH1,15,111341161,pig
PIKFYVE,15,111372173,pig
PTH2R,15,111509531,pig
MAP2,15,112236119,pig
UNC80,15,112491523,pig
KANSL1L,15,112739256,pig
ACADL,15,112933506,pig
MYL1,15,113036228,pig
LANCL1,15,113111370,pig
CPS1,15,113150157,pig
ERBB4,15,113974437,pig
STAM2,15,115407,pig
IKZF2,15,115512179,pig
SPAG16,15,115809187,pig
VWC2L,15,116761633,pig
BARD1,15,117049487,pig
ABCA12,15,117244719,pig
ATIC,15,117617502,pig
FN1,15,117658099,pig
MREG,15,118208684,pig
PECR,15,118295119,pig
TMEM169,15,118346943,pig
XRCC5,15,118354796,pig
MARCHF4,15,118480239,pig
SMARCAL1,15,118627467,pig
RPL37A,15,118702325,pig
IGFBP2,15,118822047,pig
IGFBP5,15,118857625,pig
TNP1,15,119037496,pig
TNS1,15,119951112,pig
RUFY4,15,120192235,pig
ARPC2,15,120297025,pig
GPBAR1,15,120336488,pig
AAMP,15,120339768,pig
PNKD,15,120387113,pig
CATIP,15,120419473,pig
SLC11A1,15,120433952,pig
CTDSP1,15,120450760,pig
VIL1,15,120463566,pig
USP37,15,120493739,pig
CNOT9,15,120590641,pig
PLCD4,15,120626938,pig
BCS1L,15,120707814,pig
RNF25,15,120712246,pig
STK36,15,120719646,pig
TTLL4,15,120773185,pig
CYP27A1,15,120809959,pig
PRKAG3,15,120855208,pig
WNT6,15,120901376,pig
WNT10A,15,120925499,pig
CDK5R2,15,120985257,pig
FEV,15,121004665,pig
CRYBA2,15,121013626,pig
CFAP65,15,121026245,pig
IHH,15,121083753,pig
NHEJ1,15,121100628,pig
SLC23A3,15,121195246,pig
CNPPD1,15,121207142,pig
RETREG2,15,121212881,pig
ZFAND2B,15,121243116,pig
ABCB6,15,121246187,pig
ATG9A,15,121254355,pig
ANKZF1,15,121266127,pig
GLB1L,15,121271848,pig
STK16,15,121284920,pig
TUBA4A,15,121288957,pig
DNAJB2,15,121319982,pig
PTPRN,15,121329287,pig
DNPEP,15,121391746,pig
DES,15,121427642,pig
SPEGNB,15,121504823,pig
GMPPA,15,121507564,pig
ASIC4,15,121522550,pig
CHPF,15,121544230,pig
TMEM198,15,121553694,pig
OBSL1,15,121560008,pig
INHA,15,121580803,pig
STK11IP,15,121604166,pig
SLC4A3,15,121630316,pig
EPHA4,15,123358615,pig
PAX3,15,124094295,pig
SGPP2,15,124318955,pig
MOGAT1,15,124568435,pig
ACSL3,15,124765854,pig
KCNE4,15,124912406,pig
SCG2,15,125419847,pig
AP1S3,15,125561513,pig
WDFY1,15,125669842,pig
MRPL44,15,125732387,pig
SERPINE2,15,125748395,pig
FAM124B,15,126112448,pig
CUL3,15,126189851,pig
CCDC195,15,126376056,pig
DOCK10,15,126435579,pig
NYAP2,15,127033443,pig
IRS1,15,128245846,pig
RHBDD1,15,128346373,pig
COL4A4,15,128476265,pig
COL4A3,15,128611866,pig
MFF,15,128768352,pig
TM4SF20,15,128801849,pig
AGFG1,15,128898705,pig
SCYGR4,15,129023320,pig
SCYGR5,15,129066930,pig
SLC19A3,15,129071582,pig
SCYGR6,15,129100009,pig
SCYGR8,15,129116493,pig
DAW1,15,129220190,pig
SPHKAP,15,129324233,pig
NXPH2,15,12953195,pig
PID1,15,130075143,pig
DNER,15,130415061,pig
TRIP12,15,130787874,pig
FBXO36,15,130940093,pig
SLC16A14,15,131026230,pig
SP110,15,131169918,pig
SP140,15,131226626,pig
SPOPL,15,13134226,pig
CAB39,15,131492578,pig
ITM2C,15,131614743,pig
GPR55,15,131655663,pig
SPATA3,15,131743332,pig
C2ORF72,15,131787212,pig
PSMD1,15,131807630,pig
HTR2B,15,131844992,pig
ARMC9,15,131937974,pig
B3GNT7,15,132127396,pig
NCL,15,132162516,pig
NMUR1,15,132217223,pig
PTMA,15,132355655,pig
PDE6D,15,132375743,pig
COPS7B,15,132432095,pig
NPPC,15,132506474,pig
DIS3L2,15,132540843,pig
ECEL1,15,132988657,pig
PRSS56,15,133034255,pig
CHRND,15,133040340,pig
CHRNG,15,133052031,pig
EIF4E2,15,133060247,pig
EFHD1,15,133120093,pig
KCNJ13,15,133237960,pig
GIGYF2,15,133260113,pig
SNORC,15,133323562,pig
NGEF,15,133332723,pig
NEU2,15,133468293,pig
INPP5D,15,133501092,pig
ATG16L1,15,133651298,pig
SAG,15,133705008,pig
DGKD,15,133749345,pig
USP40,15,133870834,pig
MROH2A,15,134053685,pig
HJURP,15,134106581,pig
TRPM8,15,134173142,pig
SPP2,15,134282842,pig
ARL4C,15,134621213,pig
SH3BP4,15,135003511,pig
AGAP1,15,135441906,pig
GBX2,15,136029070,pig
ASB18,15,136049740,pig
IQCA1,15,136152982,pig
ACKR3,15,136370530,pig
COPS8,15,136828217,pig
COL6A3,15,137011433,pig
MLPH,15,137174047,pig
RAB17,15,137235941,pig
HNMT,15,13732680,pig
RBM44,15,137444855,pig
RAMP1,15,137490356,pig
SCLY,15,137637128,pig
ESPNL,15,137675710,pig
KLHL30,15,137709322,pig
ERFE,15,137728478,pig
ILKAP,15,137740294,pig
HES6,15,137785810,pig
PER2,15,137793422,pig
TRAF3IP1,15,137863609,pig
ASB1,15,137931774,pig
TWIST2,15,138228807,pig
HDAC4,15,138381635,pig
NDUFA10,15,138986421,pig
COPS9,15,139260478,pig
OTOS,15,139268929,pig
GPC1,15,139457669,pig
DUSP28,15,139537326,pig
RNPEPL1,15,139542602,pig
CAPN10,15,139557469,pig
GPR35,15,139588284,pig
KIF1A,15,139610627,pig
AGXT,15,139720612,pig
CROCC2,15,139766414,pig
SNED1,15,139821062,pig
MTERF4,15,139881222,pig
PASK,15,139890178,pig
PPP1R7,15,139917257,pig
HDLBP,15,139957715,pig
SEPTIN2,15,140024049,pig
FARP2,15,140060372,pig
STK25,15,140144336,pig
BOK,15,140171143,pig
THAP4,15,140185682,pig
ATG4B,15,140223904,pig
DTYMK,15,140248079,pig
ING5,15,140264766,pig
D2HGDH,15,140282068,pig
GAL3ST2,15,140308433,pig
NEU4,15,140325212,pig
PDCD1,15,140336258,pig
THSD7B,15,14088999,pig
CXCR4,15,15663494,pig
DARS1,15,15810618,pig
MCM6,15,15923681,pig
UBXN4,15,16160304,pig
R3HDM1,15,16230926,pig
ZRANB3,15,16414886,pig
RAB3GAP1,15,16763990,pig
MAP3K19,15,16911115,pig
CCNT2,15,16974038,pig
ACMSD,15,17106724,pig
RND3,15,1715207,pig
TMEM163,15,17262138,pig
MGAT5,15,17544806,pig
CACNB4,15,186434,pig
NCKAP5,15,18801095,pig
LYPD1,15,19522828,pig
GPR39,15,19557893,pig
SLC35F5,15,19936402,pig
ACTR3,15,20105045,pig
DPP10,15,20619441,pig
DDX18,15,23425669,pig
CCDC93,15,23492948,pig
INSIG2,15,23676683,pig
EN1,15,24402370,pig
MARCO,15,24503108,pig
C1QL2,15,24674861,pig
STEAP3,15,24736600,pig
C2ORF76,15,24835391,pig
DBI,15,24895522,pig
MMADHC,15,2499154,pig
PROC,15,25043550,pig
MAP3K2,15,25087738,pig
ERCC3,15,25189663,pig
BIN1,15,25329290,pig
GYPC,15,25576567,pig
LYPD6,15,2579622,pig
CNTNAP5,15,26881607,pig
LYPD6B,15,2952546,pig
TSN,15,29675820,pig
NIFK,15,29720974,pig
CLASP1,15,29783156,pig
TFCP2L1,15,30072172,pig
GLI2,15,30313817,pig
INHBB,15,30999520,pig
RALB,15,31064355,pig
TMEM185B,15,31141126,pig
EPB41L5,15,31159223,pig
PTPN4,15,31307447,pig
TMEM177,15,31578224,pig
CFAP221,15,31585488,pig
SCTR,15,31707830,pig
KIF5C,15,3190343,pig
PTPN18,15,31945905,pig
IMP4,15,31970188,pig
CCDC115,15,31974724,pig
TUBGCP5,15,31995741,pig
CYFIP1,15,32064475,pig
NIPA2,15,32177072,pig
NIPA1,15,32208860,pig
FBXO25,15,32359549,pig
TDRP,15,32408511,pig
ERICH1,15,32540893,pig
DLGAP2,15,32600234,pig
CLN8,15,33288301,pig
ARHGEF10,15,33370126,pig
KBTBD11,15,33494430,pig
MYOM2,15,33510929,pig
EPC2,15,3417063,pig
CSMD1,15,34363758,pig
MBD5,15,3659012,pig
MCPH1,15,37455551,pig
ANGPT2,15,37544707,pig
AGPAT5,15,37801183,pig
XKR5,15,37880116,pig
SPAG11,15,38033961,pig
DEFB1,15,38076057,pig
DEFB108B,15,38138590,pig
GPM6A,15,38259244,pig
WDR17,15,38589633,pig
SPATA4,15,38695934,pig
ASB5,15,38712528,pig
SPCS3,15,38790655,pig
VEGFC,15,39039311,pig
NEIL3,15,39581856,pig
AGA,15,39701310,pig
ORC4,15,4096647,pig
ACVR2A,15,4173805,pig
TENM3,15,43540375,pig
DCTD,15,44466315,pig
WWC2,15,44615983,pig
CLDN22,15,44804228,pig
CDKN2AIP,15,44886692,pig
ING2,15,44918066,pig
RWDD4,15,44975145,pig
TRAPPC11,15,44989718,pig
STOX2,15,45190939,pig
ENPP6,15,45357816,pig
IRF2,15,45546783,pig
PRIMPOL,15,45709710,pig
CASP3,15,45742751,pig
CENPU,15,45818957,pig
ACSL1,15,45866862,pig
HELT,15,46087696,pig
SLC25A4,15,46193746,pig
CFAP97,15,46207787,pig
SNX25,15,46266762,pig
LRP2BP,15,46383432,pig
ANKRD37,15,46445881,pig
UFSP2,15,46448904,pig
C4ORF47,15,46470765,pig
PDLIM3,15,46513449,pig
SORBS2,15,46585603,pig
ARL5A,15,467995,pig
TLR3,15,46969006,pig
CYP4V2,15,47046269,pig
KLKB1,15,47071556,pig
ADAM2,15,47207722,pig
ADAM32,15,47388412,pig
ADAM9,15,47523771,pig
TM2D2,15,47601929,pig
PLEKHA2,15,47626110,pig
FGFR1,15,48053340,pig
LETM2,15,48110652,pig
NSD3,15,48136368,pig
PLPP5,15,48246029,pig
DDHD2,15,48252338,pig
BAG4,15,48299666,pig
LSM1,15,48348648,pig
STAR,15,48377521,pig
ASH2L,15,48386425,pig
EIF4EBP1,15,48422816,pig
ADRB3,15,48475144,pig
GOT1L1,15,48499964,pig
BRF2,15,48568202,pig
ADGRA2,15,48573197,pig
ERLIN2,15,48643734,pig
ZNF703,15,48692320,pig
KCNU1,15,49317289,pig
UNC5D,15,50201404,pig
NRG1,15,52630724,pig
WRN,15,53966986,pig
PURG,15,54094639,pig
PPP2CB,15,54296113,pig
UBXN8,15,54339563,pig
GSR,15,54382567,pig
GTF2E2,15,54444470,pig
SMIM18,15,54455885,pig
RBPMS,15,54539238,pig
NEB,15,546173,pig
DCTN6,15,54875850,pig
MBOAT4,15,54902513,pig
LEPROTL1,15,54916038,pig
SARAF,15,54933985,pig
DUSP4,15,55491087,pig
TNKS,15,55514248,pig
PPP1R3B,15,56002378,pig
ERI1,15,56093581,pig
MFHAS1,15,56200455,pig
HERC2,15,56438148,pig
OCA2,15,56657616,pig
AMER3,15,57034878,pig
FAM168B,15,57375167,pig
PLEKHB2,15,57428295,pig
HS6ST1,15,59066604,pig
UGGT1,15,59141639,pig
SAP130,15,59312494,pig
AMMECR1L,15,59453722,pig
POLR2D,15,59479510,pig
WDR33,15,59520065,pig
SFT2D3,15,59641470,pig
LIMS2,15,59672540,pig
GPR17,15,59692996,pig
MYO7B,15,59709943,pig
IWS1,15,59822822,pig
FMNL2,15,60053877,pig
